!! Predictions spanning range 323 - 84878 [R1]
# EVM prediction: Mode:STANDARD S-ratio: 2.26 323-619 orient(-) score(821.00) noncoding_equivalent(364.08) raw_noncoding(364.08) offset(0.00) 
619	323	single-	4	6	{Augustus_model.g3389.t1;Augustus}
53775	53700	INTRON			{Augustus_model.g3406.t1;Augustus},{GlimmerHMM_glimmerT_4086-T1;GlimmerHMM},{GeneMark_model.4355_t;GeneMark}
54199	53776	internal-	6	6	{Augustus_model.g3406.t1;Augustus},{GlimmerHMM_glimmerT_4086-T1;GlimmerHMM},{GeneMark_model.4355_t;GeneMark}
54271	54200	INTRON			{Augustus_model.g3406.t1;Augustus},{GlimmerHMM_glimmerT_4086-T1;GlimmerHMM},{GeneMark_model.4355_t;GeneMark}
54972	54272	internal-	4	5	{Augustus_model.g3406.t1;Augustus},{GeneMark_model.4355_t;GeneMark}
55049	54973	INTRON			{Augustus_model.g3406.t1;Augustus},{GeneMark_model.4355_t;GeneMark}
55445	55050	internal-	4	6	{Augustus_model.g3406.t1;Augustus},{GeneMark_model.4355_t;GeneMark}
55512	55446	INTRON			{Augustus_model.g3406.t1;Augustus},{GeneMark_model.4355_t;GeneMark}
55579	55513	internal-	6	6	{Augustus_model.g3406.t1;Augustus},{GeneMark_model.4355_t;GeneMark}
55637	55580	INTRON			{Augustus_model.g3406.t1;Augustus},{GeneMark_model.4355_t;GeneMark}
55936	55638	initial-	4	5	{Augustus_model.g3406.t1;Augustus},{GeneMark_model.4355_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 4.51 56221-57148 orient(+) score(3273.00) noncoding_equivalent(725.84) raw_noncoding(883.00) offset(157.16) 
56221	56328	initial+	1	3	{Augustus_model.g3407.t1;Augustus},{GeneMark_model.4356_t;GeneMark},{GlimmerHMM_glimmerT_4087-T1;GlimmerHMM}
56329	56392	INTRON			{Augustus_model.g3407.t1;Augustus},{GeneMark_model.4356_t;GeneMark},{GlimmerHMM_glimmerT_4087-T1;GlimmerHMM}
56393	56483	internal+	1	1	{Augustus_model.g3407.t1;Augustus},{GeneMark_model.4356_t;GeneMark},{GlimmerHMM_glimmerT_4087-T1;GlimmerHMM}
56484	56567	INTRON			{Augustus_model.g3407.t1;Augustus},{GeneMark_model.4356_t;GeneMark},{GlimmerHMM_glimmerT_4087-T1;GlimmerHMM}
56568	57148	terminal+	2	3	{snap_scaffold_10-snap.21-T1;snap},{GeneMark_model.4356_t;GeneMark},{GlimmerHMM_glimmerT_4087-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.23 57441-58832 orient(-) score(4857.00) noncoding_equivalent(1501.73) raw_noncoding(1846.23) offset(344.50) 
57521	57441	terminal-	4	6	{Augustus_model.g3408.t1;Augustus},{GlimmerHMM_glimmerT_4088-T1;GlimmerHMM},{GeneMark_model.4357_t;GeneMark}
57648	57522	INTRON			{Augustus_model.g3408.t1;Augustus},{GlimmerHMM_glimmerT_4088-T1;GlimmerHMM},{GeneMark_model.4357_t;GeneMark}
57730	57649	internal-	6	6	{Augustus_model.g3408.t1;Augustus},{GlimmerHMM_glimmerT_4088-T1;GlimmerHMM},{GeneMark_model.4357_t;GeneMark}
57858	57731	INTRON			{Augustus_model.g3408.t1;Augustus},{GlimmerHMM_glimmerT_4088-T1;GlimmerHMM},{GeneMark_model.4357_t;GeneMark}
58067	57859	internal-	4	5	{Augustus_model.g3408.t1;Augustus},{GlimmerHMM_glimmerT_4088-T1;GlimmerHMM},{GeneMark_model.4357_t;GeneMark}
58146	58068	INTRON			{Augustus_model.g3408.t1;Augustus},{GlimmerHMM_glimmerT_4088-T1;GlimmerHMM},{GeneMark_model.4357_t;GeneMark}
58704	58147	internal-	4	6	{Augustus_model.g3408.t1;Augustus},{GlimmerHMM_glimmerT_4088-T1;GlimmerHMM},{GeneMark_model.4357_t;GeneMark}
58775	58705	INTRON			{Augustus_model.g3408.t1;Augustus},{GlimmerHMM_glimmerT_4088-T1;GlimmerHMM},{GeneMark_model.4357_t;GeneMark}
58832	58776	initial-	4	6	{Augustus_model.g3408.t1;Augustus},{GlimmerHMM_glimmerT_4088-T1;GlimmerHMM},{GeneMark_model.4357_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 4.01 59115-60941 orient(+) score(6077.00) noncoding_equivalent(1514.05) raw_noncoding(1770.00) offset(255.95) 
59115	59867	initial+	1	3	{GlimmerHMM_glimmerT_4089-T1;GlimmerHMM},{GeneMark_model.4358_t;GeneMark},{Augustus_model.g3409.t1;Augustus}
59868	59937	INTRON			{GlimmerHMM_glimmerT_4089-T1;GlimmerHMM},{GeneMark_model.4358_t;GeneMark},{Augustus_model.g3409.t1;Augustus}
59938	60057	internal+	1	3	{GlimmerHMM_glimmerT_4089-T1;GlimmerHMM},{GeneMark_model.4358_t;GeneMark},{Augustus_model.g3409.t1;Augustus}
60058	60133	INTRON			{GlimmerHMM_glimmerT_4089-T1;GlimmerHMM},{GeneMark_model.4358_t;GeneMark},{Augustus_model.g3409.t1;Augustus}
60134	60717	internal+	1	2	{GlimmerHMM_glimmerT_4089-T1;GlimmerHMM},{GeneMark_model.4358_t;GeneMark}
60718	60793	INTRON			{GlimmerHMM_glimmerT_4089-T1;GlimmerHMM},{GeneMark_model.4358_t;GeneMark}
60794	60941	terminal+	3	3	{GlimmerHMM_glimmerT_4089-T1;GlimmerHMM},{GeneMark_model.4358_t;GeneMark},{Augustus_model.g3409.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 1.28 61797-63059 orient(-) score(2932.00) noncoding_equivalent(2299.27) raw_noncoding(2804.03) offset(504.76) 
62057	61797	terminal-	4	6	{GlimmerHMM_glimmerT_4090-T1;GlimmerHMM},{GeneMark_model.4359_t;GeneMark},{Augustus_model.g3410.t1;Augustus}
62212	62058	INTRON			{GlimmerHMM_glimmerT_4090-T1;GlimmerHMM},{GeneMark_model.4359_t;GeneMark},{Augustus_model.g3410.t1;Augustus}
62410	62213	internal-	4	6	{GeneMark_model.4359_t;GeneMark}
62473	62411	INTRON			{GeneMark_model.4359_t;GeneMark}
62585	62474	internal-	6	6	{GeneMark_model.4359_t;GeneMark}
62673	62586	INTRON			{GeneMark_model.4359_t;GeneMark},{Augustus_model.g3410.t1;Augustus}
63059	62674	initial-	4	5	{GeneMark_model.4359_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.30 63729-64437 orient(-) score(2152.00) noncoding_equivalent(934.18) raw_noncoding(942.18) offset(8.00) 
64364	63729	terminal-	4	6	{snap_scaffold_10-snap.24-T1;snap}
64428	64365	INTRON			{GeneMark_model.4360_t;GeneMark},{GlimmerHMM_glimmerT_4090-T1;GlimmerHMM},{Augustus_model.g3410.t1;Augustus},{snap_scaffold_10-snap.24-T1;snap}
64437	64429	initial-	4	6	{GeneMark_model.4360_t;GeneMark},{GlimmerHMM_glimmerT_4090-T1;GlimmerHMM},{Augustus_model.g3410.t1;Augustus},{snap_scaffold_10-snap.24-T1;snap}

# EVM prediction: Mode:STANDARD S-ratio: 3.45 64591-65609 orient(+) score(3537.00) noncoding_equivalent(1025.62) raw_noncoding(1283.00) offset(257.38) 
64591	64821	initial+	1	3	{Augustus_model.g3411.t1;Augustus},{GlimmerHMM_glimmerT_4091-T1;GlimmerHMM},{GeneMark_model.4361_t;GeneMark}
64822	64987	INTRON			{Augustus_model.g3411.t1;Augustus},{GlimmerHMM_glimmerT_4091-T1;GlimmerHMM},{GeneMark_model.4361_t;GeneMark}
64988	65056	internal+	1	3	{Augustus_model.g3411.t1;Augustus},{GlimmerHMM_glimmerT_4091-T1;GlimmerHMM},{GeneMark_model.4361_t;GeneMark}
65057	65138	INTRON			{Augustus_model.g3411.t1;Augustus},{GlimmerHMM_glimmerT_4091-T1;GlimmerHMM},{GeneMark_model.4361_t;GeneMark}
65139	65609	terminal+	1	3	{Augustus_model.g3411.t1;Augustus},{GlimmerHMM_glimmerT_4091-T1;GlimmerHMM},{GeneMark_model.4361_t;GeneMark},{snap_scaffold_10-snap.25-T1;snap}

# EVM prediction: Mode:STANDARD S-ratio: 1.90 66724-70649 orient(-) score(9545.00) noncoding_equivalent(5020.32) raw_noncoding(8601.19) offset(3580.87) 
66851	66724	terminal-	5	6	{Augustus_model.g3412.t1;Augustus}
67172	66852	INTRON			{GlimmerHMM_glimmerT_4092-T1;GlimmerHMM},{Augustus_model.g3412.t1;Augustus}
67661	67173	internal-	5	4	{GlimmerHMM_glimmerT_4092-T1;GlimmerHMM}
68320	67662	INTRON			{GlimmerHMM_glimmerT_4092-T1;GlimmerHMM}
68985	68321	internal-	6	4	{GlimmerHMM_glimmerT_4092-T1;GlimmerHMM}
69054	68986	INTRON			{GeneMark_model.4363_t;GeneMark},{GlimmerHMM_glimmerT_4092-T1;GlimmerHMM},{Augustus_model.g3412.t1;Augustus}
69171	69055	internal-	6	5	{GeneMark_model.4363_t;GeneMark},{GlimmerHMM_glimmerT_4092-T1;GlimmerHMM},{Augustus_model.g3412.t1;Augustus}
69240	69172	INTRON			{GeneMark_model.4363_t;GeneMark},{Augustus_model.g3412.t1;Augustus}
69408	69241	internal-	6	5	{GeneMark_model.4363_t;GeneMark},{Augustus_model.g3412.t1;Augustus}
69491	69409	INTRON			{GeneMark_model.4363_t;GeneMark},{Augustus_model.g3412.t1;Augustus}
69661	69492	internal-	4	5	{GeneMark_model.4363_t;GeneMark},{Augustus_model.g3412.t1;Augustus}
69726	69662	INTRON			{GeneMark_model.4363_t;GeneMark},{Augustus_model.g3412.t1;Augustus}
69813	69727	internal-	4	6	{GeneMark_model.4363_t;GeneMark},{Augustus_model.g3412.t1;Augustus}
69889	69814	INTRON			{Augustus_model.g3412.t1;Augustus}
69977	69890	internal-	6	6	{Augustus_model.g3412.t1;Augustus}
70052	69978	INTRON			{GeneMark_model.4363_t;GeneMark},{Augustus_model.g3412.t1;Augustus}
70074	70053	internal-	5	5	{GeneMark_model.4363_t;GeneMark},{Augustus_model.g3412.t1;Augustus}
70163	70075	INTRON			{GeneMark_model.4363_t;GeneMark},{Augustus_model.g3412.t1;Augustus}
70459	70164	internal-	6	4	{GeneMark_model.4363_t;GeneMark},{GlimmerHMM_glimmerT_4092-T1;GlimmerHMM},{Augustus_model.g3412.t1;Augustus}
70560	70460	INTRON			{GeneMark_model.4363_t;GeneMark},{GlimmerHMM_glimmerT_4092-T1;GlimmerHMM},{Augustus_model.g3412.t1;Augustus}
70649	70561	initial-	4	5	{GeneMark_model.4363_t;GeneMark},{GlimmerHMM_glimmerT_4092-T1;GlimmerHMM},{Augustus_model.g3412.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.46 70878-71862 orient(-) score(3586.00) noncoding_equivalent(1455.00) raw_noncoding(1708.00) offset(253.00) 
71052	70878	terminal-	6	6	{GeneMark_model.4364_t;GeneMark},{GlimmerHMM_glimmerT_4093-T1;GlimmerHMM},{Augustus_model.g3413.t1;Augustus}
71146	71053	INTRON			{GeneMark_model.4364_t;GeneMark},{GlimmerHMM_glimmerT_4093-T1;GlimmerHMM},{Augustus_model.g3413.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3806/Target=lcl|KQ954479_1_prot_KWU44427_1_3184;exonerate}
71301	71147	internal-	4	5	{GeneMark_model.4364_t;GeneMark},{GlimmerHMM_glimmerT_4093-T1;GlimmerHMM},{Augustus_model.g3413.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3806/Target=lcl|KQ954479_1_prot_KWU44427_1_3184;exonerate}
71367	71302	INTRON			{GeneMark_model.4364_t;GeneMark},{GlimmerHMM_glimmerT_4093-T1;GlimmerHMM},{Augustus_model.g3413.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3806/Target=lcl|KQ954479_1_prot_KWU44427_1_3184;exonerate}
71517	71368	internal-	4	6	{GeneMark_model.4364_t;GeneMark},{GlimmerHMM_glimmerT_4093-T1;GlimmerHMM},{Augustus_model.g3413.t1;Augustus}
71598	71518	INTRON			{GeneMark_model.4364_t;GeneMark},{GlimmerHMM_glimmerT_4093-T1;GlimmerHMM},{Augustus_model.g3413.t1;Augustus}
71862	71599	initial-	4	6	{GeneMark_model.4364_t;GeneMark},{GlimmerHMM_glimmerT_4093-T1;GlimmerHMM},{Augustus_model.g3413.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 4.42 72240-74365 orient(+) score(7387.00) noncoding_equivalent(1672.54) raw_noncoding(1898.00) offset(225.46) 
72240	72440	initial+	1	3	{Augustus_model.g3414.t1;Augustus},{GlimmerHMM_glimmerT_4094-T1;GlimmerHMM},{GeneMark_model.4365_t;GeneMark}
72441	72508	INTRON			{Augustus_model.g3414.t1;Augustus},{GlimmerHMM_glimmerT_4094-T1;GlimmerHMM},{GeneMark_model.4365_t;GeneMark}
72509	72760	internal+	1	3	{Augustus_model.g3414.t1;Augustus},{GlimmerHMM_glimmerT_4094-T1;GlimmerHMM},{GeneMark_model.4365_t;GeneMark}
72761	72831	INTRON			{Augustus_model.g3414.t1;Augustus},{GlimmerHMM_glimmerT_4094-T1;GlimmerHMM},{GeneMark_model.4365_t;GeneMark}
72832	73323	internal+	1	3	{Augustus_model.g3414.t1;Augustus},{GlimmerHMM_glimmerT_4094-T1;GlimmerHMM},{GeneMark_model.4365_t;GeneMark}
73324	73403	INTRON			{Augustus_model.g3414.t1;Augustus},{GlimmerHMM_glimmerT_4094-T1;GlimmerHMM},{GeneMark_model.4365_t;GeneMark}
73404	73521	internal+	1	1	{Augustus_model.g3414.t1;Augustus},{GlimmerHMM_glimmerT_4094-T1;GlimmerHMM},{GeneMark_model.4365_t;GeneMark}
73522	73589	INTRON			{Augustus_model.g3414.t1;Augustus},{GlimmerHMM_glimmerT_4094-T1;GlimmerHMM},{GeneMark_model.4365_t;GeneMark}
73590	74365	terminal+	2	3	{Augustus_model.g3414.t1;Augustus},{GlimmerHMM_glimmerT_4094-T1;GlimmerHMM},{GeneMark_model.4365_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 6.74 75305-77748 orient(+) score(17240.00) noncoding_equivalent(2557.57) raw_noncoding(3312.93) offset(755.36) 
75305	75402	initial+	1	2	{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus}
75403	75479	INTRON			{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3708/Target=lcl|PJQD01000032_1_prot_POY73927_1_3049;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
75480	75534	internal+	3	3	{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3708/Target=lcl|PJQD01000032_1_prot_POY73927_1_3049;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
75535	75622	INTRON			{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
75623	75694	internal+	1	3	{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
75695	75932	INTRON			{GeneMark_model.4366_t;GeneMark},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
75933	76219	internal+	1	2	{GeneMark_model.4366_t;GeneMark},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
76220	76286	INTRON			{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3708/Target=lcl|PJQD01000032_1_prot_POY73927_1_3049;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
76287	77142	internal+	3	3	{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3708/Target=lcl|PJQD01000032_1_prot_POY73927_1_3049;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
77143	77203	INTRON			{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3708/Target=lcl|PJQD01000032_1_prot_POY73927_1_3049;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
77204	77523	internal+	1	2	{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3708/Target=lcl|PJQD01000032_1_prot_POY73927_1_3049;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
77524	77600	INTRON			{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3717/Target=lcl|BJWK01000004_1_prot_GEM08105_1_2122;exonerate},{ev_type:exonerate/ID=match.2566964.3719/Target=lcl|NW_017264946_1_prot_XP_018267785_1_6888;exonerate},{ev_type:exonerate/ID=match.2566964.3708/Target=lcl|PJQD01000032_1_prot_POY73927_1_3049;exonerate},{ev_type:exonerate/ID=match.2566964.3707/Target=lcl|KQ954479_1_prot_KWU44425_1_3182;exonerate}
77601	77748	terminal+	3	3	{GeneMark_model.4366_t;GeneMark},{GlimmerHMM_glimmerT_4095-T1;GlimmerHMM},{Augustus_model.g3415.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.04 78043-80216 orient(-) score(6082.00) noncoding_equivalent(2988.21) raw_noncoding(4289.00) offset(1300.79) 
78388	78043	terminal-	6	6	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark},{GlimmerHMM_glimmerT_4096-T1;GlimmerHMM},{snap_scaffold_10-snap.31-T1;snap}
78452	78389	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark},{GlimmerHMM_glimmerT_4096-T1;GlimmerHMM}
78545	78453	internal-	6	5	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark},{GlimmerHMM_glimmerT_4096-T1;GlimmerHMM}
78613	78546	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark},{GlimmerHMM_glimmerT_4096-T1;GlimmerHMM}
78751	78614	internal-	6	5	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark},{GlimmerHMM_glimmerT_4096-T1;GlimmerHMM}
78815	78752	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark},{GlimmerHMM_glimmerT_4096-T1;GlimmerHMM}
78981	78816	internal-	5	5	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark},{GlimmerHMM_glimmerT_4096-T1;GlimmerHMM}
79038	78982	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79066	79039	internal-	4	4	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79130	79067	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79195	79131	internal-	5	6	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79260	79196	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79312	79261	internal-	4	4	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79400	79313	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79417	79401	internal-	5	6	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79493	79418	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79726	79494	internal-	6	4	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79811	79727	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
79858	79812	internal-	4	5	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
80009	79859	INTRON			{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark}
80216	80010	initial-	4	6	{Augustus_model.g3416.t1;Augustus},{GeneMark_model.4367_t;GeneMark},{GlimmerHMM_glimmerT_4096-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 1.00 80777-81377 orient(+) score(1202.00) noncoding_equivalent(1202.00) raw_noncoding(1876.00) offset(674.00) 
80777	80786	initial+	1	1	{GeneMark_model.4368_t;GeneMark},{GlimmerHMM_glimmerT_4097-T1;GlimmerHMM}
80787	81123	INTRON			{GeneMark_model.4368_t;GeneMark},{GlimmerHMM_glimmerT_4097-T1;GlimmerHMM}
81124	81377	terminal+	2	3	{GeneMark_model.4368_t;GeneMark},{GlimmerHMM_glimmerT_4097-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.48 82126-84878 orient(+) score(9073.00) noncoding_equivalent(2610.53) raw_noncoding(3095.00) offset(484.47) 
82126	82846	initial+	1	1	{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{GeneMark_model.4369_t;GeneMark}
82847	82939	INTRON			{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
82940	83286	internal+	2	3	{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
83287	83352	INTRON			{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
83353	83443	internal+	1	1	{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
83444	83507	INTRON			{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
83508	83691	internal+	2	2	{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
83692	83752	INTRON			{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
83753	84096	internal+	3	1	{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
84097	84163	INTRON			{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
84164	84465	internal+	2	3	{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
84466	84529	INTRON			{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
84530	84595	internal+	1	3	{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{Augustus_model.g3417.t1;Augustus},{GeneMark_model.4369_t;GeneMark}
84596	84659	INTRON			{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{GeneMark_model.4369_t;GeneMark}
84660	84878	terminal+	1	3	{GlimmerHMM_glimmerT_4098-T1;GlimmerHMM},{GeneMark_model.4369_t;GeneMark}

