# EVM prediction: Mode:STANDARD S-ratio: 2.26 323-619 orient(-) score(821.00) noncoding_equivalent(364.08) raw_noncoding(364.08) offset(0.00)
619	323	single-	4	6	{Augustus_model.g3389.t1;Augustus}
376369	376298	INTRON			{Augustus_model.g3517.t1;Augustus},{GlimmerHMM_glimmerT_4205-T1;GlimmerHMM},{GeneMark_model.4479_t;GeneMark}
376825	376370	internal-	4	6	{Augustus_model.g3517.t1;Augustus},{GlimmerHMM_glimmerT_4205-T1;GlimmerHMM},{GeneMark_model.4479_t;GeneMark}
376885	376826	INTRON			{Augustus_model.g3517.t1;Augustus},{GlimmerHMM_glimmerT_4205-T1;GlimmerHMM},{GeneMark_model.4479_t;GeneMark}
376974	376886	internal-	5	6	{Augustus_model.g3517.t1;Augustus},{GlimmerHMM_glimmerT_4205-T1;GlimmerHMM},{GeneMark_model.4479_t;GeneMark}
377047	376975	INTRON			{Augustus_model.g3517.t1;Augustus},{GlimmerHMM_glimmerT_4205-T1;GlimmerHMM},{GeneMark_model.4479_t;GeneMark}
377509	377048	internal-	5	4	{Augustus_model.g3517.t1;Augustus},{GlimmerHMM_glimmerT_4205-T1;GlimmerHMM},{GeneMark_model.4479_t;GeneMark}
377574	377510	INTRON			{Augustus_model.g3517.t1;Augustus},{GlimmerHMM_glimmerT_4205-T1;GlimmerHMM},{GeneMark_model.4479_t;GeneMark}
377623	377575	initial-	4	4	{Augustus_model.g3517.t1;Augustus},{GlimmerHMM_glimmerT_4205-T1;GlimmerHMM},{GeneMark_model.4479_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 5.90 377847-379313 orient(+) score(6593.00) noncoding_equivalent(1117.78) raw_noncoding(1281.00) offset(163.22)
377847	378087	initial+	1	1	{GeneMark_model.4480_t;GeneMark},{Augustus_model.g3518.t1;Augustus},{GlimmerHMM_glimmerT_4206-T1;GlimmerHMM}
378088	378150	INTRON			{GeneMark_model.4480_t;GeneMark},{Augustus_model.g3518.t1;Augustus},{GlimmerHMM_glimmerT_4206-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3732/Target=lcl|PJQD01000086_1_prot_POY71142_1_6453;exonerate}
378151	378446	internal+	2	3	{GeneMark_model.4480_t;GeneMark},{Augustus_model.g3518.t1;Augustus},{GlimmerHMM_glimmerT_4206-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3732/Target=lcl|PJQD01000086_1_prot_POY71142_1_6453;exonerate}
378447	378528	INTRON			{GeneMark_model.4480_t;GeneMark},{Augustus_model.g3518.t1;Augustus},{GlimmerHMM_glimmerT_4206-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3732/Target=lcl|PJQD01000086_1_prot_POY71142_1_6453;exonerate}
378529	378806	internal+	1	2	{GeneMark_model.4480_t;GeneMark},{Augustus_model.g3518.t1;Augustus},{GlimmerHMM_glimmerT_4206-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3732/Target=lcl|PJQD01000086_1_prot_POY71142_1_6453;exonerate}
378807	378868	INTRON			{GeneMark_model.4480_t;GeneMark},{Augustus_model.g3518.t1;Augustus},{GlimmerHMM_glimmerT_4206-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3732/Target=lcl|PJQD01000086_1_prot_POY71142_1_6453;exonerate}
378869	379313	terminal+	3	3	{snap_scaffold_10-snap.165-T1;snap},{GeneMark_model.4480_t;GeneMark},{Augustus_model.g3518.t1;Augustus},{GlimmerHMM_glimmerT_4206-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 1.71 379507-382547 orient(-) score(8230.00) noncoding_equivalent(4806.17) raw_noncoding(6722.00) offset(1915.83)
379714	379507	terminal-	6	6	{Augustus_model.g3519.t1;Augustus},{GeneMark_model.4481_t;GeneMark},{GlimmerHMM_glimmerT_4207-T1;GlimmerHMM}
379780	379715	INTRON			{Augustus_model.g3519.t1;Augustus},{GeneMark_model.4481_t;GeneMark},{GlimmerHMM_glimmerT_4207-T1;GlimmerHMM}
379930	379781	internal-	6	5	{Augustus_model.g3519.t1;Augustus},{GeneMark_model.4481_t;GeneMark},{GlimmerHMM_glimmerT_4207-T1;GlimmerHMM}
380016	379931	INTRON			{Augustus_model.g3519.t1;Augustus},{GeneMark_model.4481_t;GeneMark},{GlimmerHMM_glimmerT_4207-T1;GlimmerHMM}
380361	380017	internal-	6	5	{Augustus_model.g3519.t1;Augustus},{GeneMark_model.4481_t;GeneMark},{GlimmerHMM_glimmerT_4207-T1;GlimmerHMM}
380421	380362	INTRON			{Augustus_model.g3519.t1;Augustus},{GeneMark_model.4481_t;GeneMark},{GlimmerHMM_glimmerT_4207-T1;GlimmerHMM}
380539	380422	internal-	5	5	{GeneMark_model.4481_t;GeneMark}
380622	380540	INTRON			{GeneMark_model.4481_t;GeneMark}
380717	380623	internal-	6	4	{GeneMark_model.4481_t;GeneMark}
381111	380718	INTRON			{Augustus_model.g3519.t1;Augustus},{GlimmerHMM_glimmerT_4207-T1;GlimmerHMM}
381191	381112	internal-	4	5	{Augustus_model.g3519.t1;Augustus}
381257	381192	INTRON			{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus}
381398	381258	internal-	4	6	{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus}
381475	381399	INTRON			{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus}
381532	381476	internal-	4	6	{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus}
381589	381533	INTRON			{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus}
381681	381590	internal-	5	6	{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus}
381748	381682	INTRON			{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus}
381895	381749	internal-	5	4	{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus}
382034	381896	INTRON			{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus},{GlimmerHMM_glimmerT_4208-T1;GlimmerHMM}
382253	382035	internal-	5	4	{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus},{GlimmerHMM_glimmerT_4208-T1;GlimmerHMM}
382335	382254	INTRON			{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus},{GlimmerHMM_glimmerT_4208-T1;GlimmerHMM}
382387	382336	internal-	4	4	{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus},{GlimmerHMM_glimmerT_4208-T1;GlimmerHMM}
382487	382388	INTRON			{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus},{GlimmerHMM_glimmerT_4208-T1;GlimmerHMM}
382547	382488	initial-	4	6	{GeneMark_model.4482_t;GeneMark},{Augustus_model.g3519.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 1.78 382829-384361 orient(-) score(3926.00) noncoding_equivalent(2204.34) raw_noncoding(2330.59) offset(126.25)
383460	382829	terminal-	5	6	{GeneMark_model.4483_t;GeneMark}
383523	383461	INTRON			{GeneMark_model.4483_t;GeneMark},{GlimmerHMM_glimmerT_4208-T1;GlimmerHMM}
384361	383524	initial-	4	4	{GeneMark_model.4483_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 1.21 384449-384861 orient(-) score(906.00) noncoding_equivalent(747.28) raw_noncoding(877.57) offset(130.29)
384715	384449	terminal-	4	6	{GeneMark_model.4484_t;GeneMark}
384780	384716	INTRON			{GeneMark_model.4484_t;GeneMark},{Augustus_model.g3520.t1;Augustus}
384861	384781	initial-	4	6	{GeneMark_model.4484_t;GeneMark},{Augustus_model.g3520.t1;Augustus},{GlimmerHMM_glimmerT_4208-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 5.37 386511-387162 orient(-) score(3125.00) noncoding_equivalent(582.38) raw_noncoding(862.48) offset(280.11)
386859	386511	terminal-	6	6	{GlimmerHMM_glimmerT_4209-T1;GlimmerHMM},{GeneMark_model.4485_t;GeneMark},{snap_scaffold_10-snap.167-T1;snap},{Augustus_model.g3521.t1;Augustus}
386923	386860	INTRON			{GlimmerHMM_glimmerT_4209-T1;GlimmerHMM},{GeneMark_model.4485_t;GeneMark},{Augustus_model.g3521.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3819/Target=lcl|NW_017264929_1_prot_XP_018273765_1_1276;exonerate},{ev_type:exonerate/ID=match.2566964.3809/Target=lcl|KQ954479_1_prot_KWU44455_1_3212;exonerate}
387004	386924	internal-	6	5	{GlimmerHMM_glimmerT_4209-T1;GlimmerHMM},{GeneMark_model.4485_t;GeneMark},{Augustus_model.g3521.t1;Augustus}
387109	387005	INTRON			{GeneMark_model.4485_t;GeneMark},{Augustus_model.g3521.t1;Augustus}
387162	387110	initial-	4	5	{GeneMark_model.4485_t;GeneMark},{Augustus_model.g3521.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 3.89 388057-388738 orient(+) score(4861.00) noncoding_equivalent(1250.00) raw_noncoding(1558.00) offset(308.00)
388057	388074	initial+	1	3	{Augustus_model.g3522.t1;Augustus},{GlimmerHMM_glimmerT_4210-T1;GlimmerHMM},{GeneMark_model.4486_t;GeneMark}
388075	388172	INTRON			{Augustus_model.g3522.t1;Augustus},{GlimmerHMM_glimmerT_4210-T1;GlimmerHMM},{GeneMark_model.4486_t;GeneMark}
388173	388284	internal+	1	1	{Augustus_model.g3522.t1;Augustus},{GlimmerHMM_glimmerT_4210-T1;GlimmerHMM},{GeneMark_model.4486_t;GeneMark}
388285	388345	INTRON			{Augustus_model.g3522.t1;Augustus},{GlimmerHMM_glimmerT_4210-T1;GlimmerHMM},{GeneMark_model.4486_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3830/Target=lcl|KQ954479_1_prot_KWU44456_1_3213;exonerate},{ev_type:exonerate/ID=match.2566964.3832/Target=lcl|BJWK01000004_1_prot_GEM07949_1_1966;exonerate},{ev_type:exonerate/ID=match.2566964.3833/Target=lcl|NW_017264929_1_prot_XP_018273766_1_1277;exonerate},{ev_type:exonerate/ID=match.2566964.3829/Target=lcl|PJQD01000086_1_prot_POY71147_1_6458;exonerate},{ev_type:exonerate/ID=match.2566964.3831/Target=lcl|LCTV02000003_1_prot_PRQ76201_1_4855;exonerate}
388346	388439	internal+	2	2	{Augustus_model.g3522.t1;Augustus},{GlimmerHMM_glimmerT_4210-T1;GlimmerHMM},{GeneMark_model.4486_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3830/Target=lcl|KQ954479_1_prot_KWU44456_1_3213;exonerate},{ev_type:exonerate/ID=match.2566964.3832/Target=lcl|BJWK01000004_1_prot_GEM07949_1_1966;exonerate},{ev_type:exonerate/ID=match.2566964.3833/Target=lcl|NW_017264929_1_prot_XP_018273766_1_1277;exonerate},{ev_type:exonerate/ID=match.2566964.3829/Target=lcl|PJQD01000086_1_prot_POY71147_1_6458;exonerate},{ev_type:exonerate/ID=match.2566964.3831/Target=lcl|LCTV02000003_1_prot_PRQ76201_1_4855;exonerate}
388440	388508	INTRON			{Augustus_model.g3522.t1;Augustus},{GlimmerHMM_glimmerT_4210-T1;GlimmerHMM},{GeneMark_model.4486_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3830/Target=lcl|KQ954479_1_prot_KWU44456_1_3213;exonerate},{ev_type:exonerate/ID=match.2566964.3832/Target=lcl|BJWK01000004_1_prot_GEM07949_1_1966;exonerate},{ev_type:exonerate/ID=match.2566964.3833/Target=lcl|NW_017264929_1_prot_XP_018273766_1_1277;exonerate},{ev_type:exonerate/ID=match.2566964.3829/Target=lcl|PJQD01000086_1_prot_POY71147_1_6458;exonerate},{ev_type:exonerate/ID=match.2566964.3831/Target=lcl|LCTV02000003_1_prot_PRQ76201_1_4855;exonerate}
388509	388593	internal+	3	3	{Augustus_model.g3522.t1;Augustus},{GlimmerHMM_glimmerT_4210-T1;GlimmerHMM},{GeneMark_model.4486_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3830/Target=lcl|KQ954479_1_prot_KWU44456_1_3213;exonerate},{ev_type:exonerate/ID=match.2566964.3832/Target=lcl|BJWK01000004_1_prot_GEM07949_1_1966;exonerate},{ev_type:exonerate/ID=match.2566964.3833/Target=lcl|NW_017264929_1_prot_XP_018273766_1_1277;exonerate},{ev_type:exonerate/ID=match.2566964.3829/Target=lcl|PJQD01000086_1_prot_POY71147_1_6458;exonerate},{ev_type:exonerate/ID=match.2566964.3831/Target=lcl|LCTV02000003_1_prot_PRQ76201_1_4855;exonerate}
388594	388657	INTRON			{Augustus_model.g3522.t1;Augustus},{GlimmerHMM_glimmerT_4210-T1;GlimmerHMM},{GeneMark_model.4486_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3830/Target=lcl|KQ954479_1_prot_KWU44456_1_3213;exonerate},{ev_type:exonerate/ID=match.2566964.3832/Target=lcl|BJWK01000004_1_prot_GEM07949_1_1966;exonerate},{ev_type:exonerate/ID=match.2566964.3833/Target=lcl|NW_017264929_1_prot_XP_018273766_1_1277;exonerate},{ev_type:exonerate/ID=match.2566964.3829/Target=lcl|PJQD01000086_1_prot_POY71147_1_6458;exonerate},{ev_type:exonerate/ID=match.2566964.3831/Target=lcl|LCTV02000003_1_prot_PRQ76201_1_4855;exonerate}
388658	388738	terminal+	1	3	{Augustus_model.g3522.t1;Augustus},{GlimmerHMM_glimmerT_4210-T1;GlimmerHMM},{GeneMark_model.4486_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.12 389094-390346 orient(+) score(3759.00) noncoding_equivalent(1773.00) raw_noncoding(2051.00) offset(278.00)
389094	389468	initial+	1	3	{GeneMark_model.4487_t;GeneMark},{GlimmerHMM_glimmerT_4211-T1;GlimmerHMM},{Augustus_model.g3523.t1;Augustus}
389469	389585	INTRON			{GeneMark_model.4487_t;GeneMark},{GlimmerHMM_glimmerT_4211-T1;GlimmerHMM},{Augustus_model.g3523.t1;Augustus}
389586	389825	internal+	1	3	{GeneMark_model.4487_t;GeneMark},{GlimmerHMM_glimmerT_4211-T1;GlimmerHMM},{Augustus_model.g3523.t1;Augustus}
389826	389900	INTRON			{GeneMark_model.4487_t;GeneMark},{GlimmerHMM_glimmerT_4211-T1;GlimmerHMM},{Augustus_model.g3523.t1;Augustus}
389901	390089	internal+	1	3	{GeneMark_model.4487_t;GeneMark},{GlimmerHMM_glimmerT_4211-T1;GlimmerHMM},{Augustus_model.g3523.t1;Augustus}
390090	390163	INTRON			{GeneMark_model.4487_t;GeneMark},{GlimmerHMM_glimmerT_4211-T1;GlimmerHMM},{Augustus_model.g3523.t1;Augustus}
390164	390346	terminal+	1	3	{GeneMark_model.4487_t;GeneMark},{GlimmerHMM_glimmerT_4211-T1;GlimmerHMM},{Augustus_model.g3523.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 3.90 392417-395403 orient(+) score(9780.00) noncoding_equivalent(2507.40) raw_noncoding(3217.00) offset(709.60)
392417	392546	initial+	1	1	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus},{GlimmerHMM_glimmerT_4212-T1;GlimmerHMM}
392547	392616	INTRON			{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
392617	392703	internal+	2	1	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
392704	392764	INTRON			{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
392765	392830	internal+	2	1	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
392831	392894	INTRON			{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
392895	392972	internal+	2	1	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
392973	393035	INTRON			{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
393036	393596	internal+	2	1	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus},{GlimmerHMM_glimmerT_4212-T1;GlimmerHMM}
393597	393664	INTRON			{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus},{GlimmerHMM_glimmerT_4212-T1;GlimmerHMM}
393665	393875	internal+	2	2	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
393876	393933	INTRON			{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
393934	394231	internal+	3	3	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus},{GlimmerHMM_glimmerT_4212-T1;GlimmerHMM}
394232	394291	INTRON			{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus},{GlimmerHMM_glimmerT_4212-T1;GlimmerHMM}
394292	394583	internal+	1	1	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus},{GlimmerHMM_glimmerT_4212-T1;GlimmerHMM}
394584	394636	INTRON			{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus},{GlimmerHMM_glimmerT_4212-T1;GlimmerHMM}
394637	395004	internal+	2	3	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
395005	395067	INTRON			{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}
395068	395403	terminal+	1	3	{GeneMark_model.4489_t;GeneMark},{Augustus_model.g3524.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 8.22 395723-398102 orient(-) score(8819.00) noncoding_equivalent(1073.00) raw_noncoding(1219.00) offset(146.00)
396984	395723	terminal-	5	6	{GlimmerHMM_glimmerT_4213-T1;GlimmerHMM},{Augustus_model.g3525.t1;Augustus},{GeneMark_model.4490_t;GeneMark}
397047	396985	INTRON			{GlimmerHMM_glimmerT_4213-T1;GlimmerHMM},{Augustus_model.g3525.t1;Augustus},{GeneMark_model.4490_t;GeneMark}
397142	397048	internal-	6	4	{GlimmerHMM_glimmerT_4213-T1;GlimmerHMM},{Augustus_model.g3525.t1;Augustus},{GeneMark_model.4490_t;GeneMark}
397211	397143	INTRON			{GlimmerHMM_glimmerT_4213-T1;GlimmerHMM},{Augustus_model.g3525.t1;Augustus},{GeneMark_model.4490_t;GeneMark}
397411	397212	internal-	4	5	{GlimmerHMM_glimmerT_4213-T1;GlimmerHMM},{Augustus_model.g3525.t1;Augustus},{GeneMark_model.4490_t;GeneMark}
397472	397412	INTRON			{GlimmerHMM_glimmerT_4213-T1;GlimmerHMM},{Augustus_model.g3525.t1;Augustus},{GeneMark_model.4490_t;GeneMark}
398102	397473	initial-	4	6	{GlimmerHMM_glimmerT_4213-T1;GlimmerHMM},{Augustus_model.g3525.t1;Augustus},{GeneMark_model.4490_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.59 399374-400598 orient(+) score(4804.00) noncoding_equivalent(1853.31) raw_noncoding(2377.00) offset(523.69)
399374	399457	initial+	1	3	{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus}
399458	399599	INTRON			{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3783/Target=lcl|KQ954483_1_prot_KWU44053_1_3668;exonerate}
399600	399844	internal+	1	2	{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3783/Target=lcl|KQ954483_1_prot_KWU44053_1_3668;exonerate}
399845	399913	INTRON			{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus}
399914	399922	internal+	3	2	{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus}
399923	399996	INTRON			{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus}
399997	400150	internal+	3	3	{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus}
400151	400219	INTRON			{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3783/Target=lcl|KQ954483_1_prot_KWU44053_1_3668;exonerate}
400220	400279	internal+	1	3	{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3783/Target=lcl|KQ954483_1_prot_KWU44053_1_3668;exonerate}
400280	400353	INTRON			{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3783/Target=lcl|KQ954483_1_prot_KWU44053_1_3668;exonerate}
400354	400485	internal+	1	3	{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3783/Target=lcl|KQ954483_1_prot_KWU44053_1_3668;exonerate}
400486	400556	INTRON			{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3783/Target=lcl|KQ954483_1_prot_KWU44053_1_3668;exonerate}
400557	400598	terminal+	1	3	{GlimmerHMM_glimmerT_4214-T1;GlimmerHMM},{GeneMark_model.4491_t;GeneMark},{Augustus_model.g3526.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 3.97 401361-402581 orient(-) score(7916.00) noncoding_equivalent(1996.32) raw_noncoding(2829.00) offset(832.68)
401366	401361	terminal-	4	6	{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark}
401433	401367	INTRON			{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark}
401466	401434	internal-	4	6	{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark}
401546	401467	INTRON			{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3772/Target=lcl|KQ954483_1_prot_KWU44055_1_3670;exonerate},{ev_type:exonerate/ID=match.2566964.3769/Target=lcl|LCTV02000003_1_prot_PRQ76189_1_4843;exonerate},{ev_type:exonerate/ID=match.2566964.3771/Target=lcl|BJWK01000004_1_prot_GEM07957_1_1974;exonerate}
401734	401547	internal-	5	6	{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3772/Target=lcl|KQ954483_1_prot_KWU44055_1_3670;exonerate},{ev_type:exonerate/ID=match.2566964.3769/Target=lcl|LCTV02000003_1_prot_PRQ76189_1_4843;exonerate},{ev_type:exonerate/ID=match.2566964.3771/Target=lcl|BJWK01000004_1_prot_GEM07957_1_1974;exonerate}
401800	401735	INTRON			{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3772/Target=lcl|KQ954483_1_prot_KWU44055_1_3670;exonerate},{ev_type:exonerate/ID=match.2566964.3767/Target=lcl|PJQD01000086_1_prot_POY71154_1_6465;exonerate},{ev_type:exonerate/ID=match.2566964.3770/Target=lcl|NW_017264929_1_prot_XP_018273800_1_1311;exonerate},{ev_type:exonerate/ID=match.2566964.3769/Target=lcl|LCTV02000003_1_prot_PRQ76189_1_4843;exonerate},{ev_type:exonerate/ID=match.2566964.3771/Target=lcl|BJWK01000004_1_prot_GEM07957_1_1974;exonerate}
401882	401801	internal-	4	4	{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3772/Target=lcl|KQ954483_1_prot_KWU44055_1_3670;exonerate},{ev_type:exonerate/ID=match.2566964.3767/Target=lcl|PJQD01000086_1_prot_POY71154_1_6465;exonerate},{ev_type:exonerate/ID=match.2566964.3770/Target=lcl|NW_017264929_1_prot_XP_018273800_1_1311;exonerate},{ev_type:exonerate/ID=match.2566964.3769/Target=lcl|LCTV02000003_1_prot_PRQ76189_1_4843;exonerate},{ev_type:exonerate/ID=match.2566964.3771/Target=lcl|BJWK01000004_1_prot_GEM07957_1_1974;exonerate}
401951	401883	INTRON			{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3772/Target=lcl|KQ954483_1_prot_KWU44055_1_3670;exonerate},{ev_type:exonerate/ID=match.2566964.3767/Target=lcl|PJQD01000086_1_prot_POY71154_1_6465;exonerate},{ev_type:exonerate/ID=match.2566964.3770/Target=lcl|NW_017264929_1_prot_XP_018273800_1_1311;exonerate},{ev_type:exonerate/ID=match.2566964.3769/Target=lcl|LCTV02000003_1_prot_PRQ76189_1_4843;exonerate},{ev_type:exonerate/ID=match.2566964.3771/Target=lcl|BJWK01000004_1_prot_GEM07957_1_1974;exonerate}
402389	401952	internal-	4	6	{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3772/Target=lcl|KQ954483_1_prot_KWU44055_1_3670;exonerate},{ev_type:exonerate/ID=match.2566964.3767/Target=lcl|PJQD01000086_1_prot_POY71154_1_6465;exonerate},{ev_type:exonerate/ID=match.2566964.3770/Target=lcl|NW_017264929_1_prot_XP_018273800_1_1311;exonerate},{ev_type:exonerate/ID=match.2566964.3769/Target=lcl|LCTV02000003_1_prot_PRQ76189_1_4843;exonerate},{ev_type:exonerate/ID=match.2566964.3771/Target=lcl|BJWK01000004_1_prot_GEM07957_1_1974;exonerate}
402481	402390	INTRON			{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3767/Target=lcl|PJQD01000086_1_prot_POY71154_1_6465;exonerate},{ev_type:exonerate/ID=match.2566964.3770/Target=lcl|NW_017264929_1_prot_XP_018273800_1_1311;exonerate},{ev_type:exonerate/ID=match.2566964.3769/Target=lcl|LCTV02000003_1_prot_PRQ76189_1_4843;exonerate},{ev_type:exonerate/ID=match.2566964.3771/Target=lcl|BJWK01000004_1_prot_GEM07957_1_1974;exonerate}
402508	402482	internal-	4	6	{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark}
402575	402509	INTRON			{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark}
402581	402576	initial-	4	6	{Augustus_model.g3527.t1;Augustus},{GeneMark_model.4492_t;GeneMark},{snap_scaffold_10-snap.173-T1;snap}

# EVM prediction: Mode:STANDARD S-ratio: 1.29 402885-403271 orient(+) score(999.00) noncoding_equivalent(774.00) raw_noncoding(1074.00) offset(300.00)
402885	402899	initial+	1	3	{Augustus_model.g3528.t1;Augustus},{GeneMark_model.4493_t;GeneMark}
402900	402983	INTRON			{Augustus_model.g3528.t1;Augustus},{GeneMark_model.4493_t;GeneMark}
402984	403136	internal+	1	3	{Augustus_model.g3528.t1;Augustus},{GeneMark_model.4493_t;GeneMark}
403137	403202	INTRON			{Augustus_model.g3528.t1;Augustus},{GeneMark_model.4493_t;GeneMark},{ev_type:exonerate/ID=match.2566964.3852/Target=lcl|PJQD01000086_1_prot_POY71155_1_6466;exonerate}
403203	403271	terminal+	1	3	{Augustus_model.g3528.t1;Augustus},{GeneMark_model.4493_t;GeneMark}

