!! Predictions spanning range 707 - 104571 [R1]
# EVM prediction: Mode:STANDARD S-ratio: 14.19 707-2404 orient(-) score(6345.00) noncoding_equivalent(447.00) raw_noncoding(447.00) offset(0.00) 
2404	707	single-	4	6	{GlimmerHMM_glimmerT_1122-T1;GlimmerHMM}
70281	72656	internal+	3	2	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
72657	72730	INTRON			{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
72731	72971	internal+	3	3	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
72972	73032	INTRON			{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
73033	73334	internal+	1	2	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
73335	73390	INTRON			{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
73391	73598	internal+	3	3	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
73599	73657	INTRON			{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus}
73658	73810	internal+	1	3	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus}
73811	73870	INTRON			{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus}
73871	73990	internal+	1	3	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus}
73991	74054	INTRON			{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus}
74055	74130	internal+	1	1	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
74131	74193	INTRON			{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus}
74194	74885	internal+	2	3	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus}
74886	74954	INTRON			{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
74955	75219	internal+	1	1	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
75220	75299	INTRON			{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}
75300	75748	terminal+	2	3	{GeneMark_model.1242_t;GeneMark},{Augustus_model.g938.t1;Augustus},{snap_scaffold_3-snap.29-T1;snap},{GlimmerHMM_glimmerT_1146-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 1.70 76128-77107 orient(-) score(2737.00) noncoding_equivalent(1607.53) raw_noncoding(2144.00) offset(536.47) 
76181	76128	terminal-	4	6	{GlimmerHMM_glimmerT_1147-T1;GlimmerHMM},{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
76261	76182	INTRON			{GlimmerHMM_glimmerT_1147-T1;GlimmerHMM},{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
76277	76262	internal-	6	6	{GlimmerHMM_glimmerT_1147-T1;GlimmerHMM},{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
76354	76278	INTRON			{GlimmerHMM_glimmerT_1147-T1;GlimmerHMM},{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
76415	76355	internal-	5	5	{GlimmerHMM_glimmerT_1147-T1;GlimmerHMM},{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
76484	76416	INTRON			{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
76535	76485	internal-	5	4	{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
76618	76536	INTRON			{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
76796	76619	internal-	4	4	{GlimmerHMM_glimmerT_1147-T1;GlimmerHMM},{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
76858	76797	INTRON			{GlimmerHMM_glimmerT_1147-T1;GlimmerHMM},{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}
77107	76859	initial-	4	6	{GlimmerHMM_glimmerT_1147-T1;GlimmerHMM},{Augustus_model.g939.t1;Augustus},{GeneMark_model.1243_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.45 77294-77766 orient(+) score(1795.00) noncoding_equivalent(731.49) raw_noncoding(876.61) offset(145.12) 
77294	77333	initial+	1	1	{Augustus_model.g940.t1;Augustus},{GeneMark_model.1244_t;GeneMark},{GlimmerHMM_glimmerT_1148-T1;GlimmerHMM}
77334	77399	INTRON			{Augustus_model.g940.t1;Augustus},{GeneMark_model.1244_t;GeneMark},{GlimmerHMM_glimmerT_1148-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1695/Target=lcl|KQ954526_1_prot_KWU41738_1_5875;exonerate}
77400	77506	internal+	2	3	{Augustus_model.g940.t1;Augustus},{GeneMark_model.1244_t;GeneMark},{GlimmerHMM_glimmerT_1148-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1695/Target=lcl|KQ954526_1_prot_KWU41738_1_5875;exonerate}
77507	77577	INTRON			{Augustus_model.g940.t1;Augustus},{GeneMark_model.1244_t;GeneMark},{GlimmerHMM_glimmerT_1148-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1695/Target=lcl|KQ954526_1_prot_KWU41738_1_5875;exonerate}
77578	77766	terminal+	1	3	{Augustus_model.g940.t1;Augustus},{GeneMark_model.1244_t;GeneMark},{GlimmerHMM_glimmerT_1148-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.31 78073-79745 orient(-) score(4999.00) noncoding_equivalent(1509.99) raw_noncoding(1714.43) offset(204.44) 
78139	78073	terminal-	6	6	{Augustus_model.g941.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1245_t;GeneMark}
78209	78140	INTRON			{Augustus_model.g941.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1245_t;GeneMark}
78304	78210	internal-	4	5	{Augustus_model.g941.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1245_t;GeneMark}
78390	78305	INTRON			{Augustus_model.g941.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1245_t;GeneMark}
79366	78391	internal-	6	6	{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1245_t;GeneMark}
79453	79367	INTRON			{Augustus_model.g941.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1245_t;GeneMark}
79661	79454	internal-	5	5	{Augustus_model.g941.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1245_t;GeneMark}
79726	79662	INTRON			{Augustus_model.g941.t1;Augustus},{GeneMark_model.1245_t;GeneMark}
79745	79727	initial-	4	4	{Augustus_model.g941.t1;Augustus},{GeneMark_model.1245_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 3.83 80228-83525 orient(-) score(12137.00) noncoding_equivalent(3167.88) raw_noncoding(3720.24) offset(552.36) 
80238	80228	terminal-	5	6	{Augustus_model.g942.t1;Augustus},{GeneMark_model.1246_t;GeneMark}
80305	80239	INTRON			{Augustus_model.g942.t1;Augustus},{GeneMark_model.1246_t;GeneMark}
80681	80306	internal-	4	4	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
80752	80682	INTRON			{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{snap_scaffold_3-snap.32-T1;snap},{GeneMark_model.1246_t;GeneMark}
80811	80753	internal-	5	6	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
80876	80812	INTRON			{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
80981	80877	internal-	5	4	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
81060	80982	INTRON			{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1677/Target=lcl|NW_017264932_1_prot_XP_018272161_1_3069;exonerate}
81085	81061	internal-	4	4	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1677/Target=lcl|NW_017264932_1_prot_XP_018272161_1_3069;exonerate}
81156	81086	INTRON			{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1677/Target=lcl|NW_017264932_1_prot_XP_018272161_1_3069;exonerate}
81914	81157	internal-	5	6	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
82007	81915	INTRON			{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
82371	82008	internal-	4	4	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
82435	82372	INTRON			{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
82498	82436	internal-	4	6	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
82571	82499	INTRON			{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
82712	82572	internal-	4	6	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
82787	82713	INTRON			{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1716/Target=lcl|NW_017264932_1_prot_XP_018272162_1_3070;exonerate}
82857	82788	internal-	6	6	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
82920	82858	INTRON			{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}
83525	82921	initial-	4	5	{Augustus_model.g942.t1;Augustus},{GlimmerHMM_glimmerT_1149-T1;GlimmerHMM},{GeneMark_model.1246_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 7.23 84120-88979 orient(-) score(19434.00) noncoding_equivalent(2686.62) raw_noncoding(2966.62) offset(280.00) 
86251	84120	terminal-	5	6	{GlimmerHMM_glimmerT_1150-T1;GlimmerHMM},{GeneMark_model.1247_t;GeneMark}
86322	86252	INTRON			{GlimmerHMM_glimmerT_1150-T1;GlimmerHMM},{Augustus_model.g943.t1;Augustus},{GeneMark_model.1247_t;GeneMark}
86478	86323	internal-	5	4	{GlimmerHMM_glimmerT_1150-T1;GlimmerHMM},{Augustus_model.g943.t1;Augustus},{GeneMark_model.1247_t;GeneMark}
86562	86479	INTRON			{GlimmerHMM_glimmerT_1150-T1;GlimmerHMM},{Augustus_model.g943.t1;Augustus},{GeneMark_model.1247_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1580/Target=lcl|NW_017264932_1_prot_XP_018272168_1_3076;exonerate},{ev_type:exonerate/ID=match.2566964.1572/Target=lcl|KQ954526_1_prot_KWU41741_1_5878;exonerate}
86794	86563	internal-	4	4	{GlimmerHMM_glimmerT_1150-T1;GlimmerHMM},{Augustus_model.g943.t1;Augustus},{GeneMark_model.1247_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1580/Target=lcl|NW_017264932_1_prot_XP_018272168_1_3076;exonerate},{ev_type:exonerate/ID=match.2566964.1572/Target=lcl|KQ954526_1_prot_KWU41741_1_5878;exonerate}
86862	86795	INTRON			{GlimmerHMM_glimmerT_1150-T1;GlimmerHMM},{Augustus_model.g943.t1;Augustus},{GeneMark_model.1247_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1580/Target=lcl|NW_017264932_1_prot_XP_018272168_1_3076;exonerate},{ev_type:exonerate/ID=match.2566964.1572/Target=lcl|KQ954526_1_prot_KWU41741_1_5878;exonerate}
86952	86863	internal-	4	6	{GlimmerHMM_glimmerT_1150-T1;GlimmerHMM},{Augustus_model.g943.t1;Augustus},{GeneMark_model.1247_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1580/Target=lcl|NW_017264932_1_prot_XP_018272168_1_3076;exonerate},{ev_type:exonerate/ID=match.2566964.1572/Target=lcl|KQ954526_1_prot_KWU41741_1_5878;exonerate}
87038	86953	INTRON			{GlimmerHMM_glimmerT_1150-T1;GlimmerHMM},{Augustus_model.g943.t1;Augustus},{GeneMark_model.1247_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1580/Target=lcl|NW_017264932_1_prot_XP_018272168_1_3076;exonerate},{ev_type:exonerate/ID=match.2566964.1572/Target=lcl|KQ954526_1_prot_KWU41741_1_5878;exonerate}
88979	87039	initial-	4	6	{Augustus_model.g943.t1;Augustus},{GeneMark_model.1247_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 6.48 89315-92373 orient(+) score(10950.00) noncoding_equivalent(1690.00) raw_noncoding(1799.00) offset(109.00) 
89315	90542	initial+	1	1	{Augustus_model.g944.t1;Augustus},{GeneMark_model.1248_t;GeneMark},{GlimmerHMM_glimmerT_1151-T1;GlimmerHMM}
90543	90605	INTRON			{Augustus_model.g944.t1;Augustus},{GeneMark_model.1248_t;GeneMark},{GlimmerHMM_glimmerT_1151-T1;GlimmerHMM}
90606	91150	internal+	2	3	{Augustus_model.g944.t1;Augustus},{GeneMark_model.1248_t;GeneMark},{GlimmerHMM_glimmerT_1151-T1;GlimmerHMM}
91151	91231	INTRON			{Augustus_model.g944.t1;Augustus},{GeneMark_model.1248_t;GeneMark},{GlimmerHMM_glimmerT_1151-T1;GlimmerHMM}
91232	91999	internal+	1	3	{Augustus_model.g944.t1;Augustus},{GeneMark_model.1248_t;GeneMark},{GlimmerHMM_glimmerT_1151-T1;GlimmerHMM}
92000	92064	INTRON			{Augustus_model.g944.t1;Augustus},{GeneMark_model.1248_t;GeneMark},{GlimmerHMM_glimmerT_1151-T1;GlimmerHMM}
92065	92373	terminal+	1	3	{Augustus_model.g944.t1;Augustus},{GeneMark_model.1248_t;GeneMark},{GlimmerHMM_glimmerT_1151-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 2.64 92622-94008 orient(-) score(4427.00) noncoding_equivalent(1676.12) raw_noncoding(1975.00) offset(298.88) 
92896	92622	terminal-	5	6	{Augustus_model.g945.t1;Augustus},{GlimmerHMM_glimmerT_1152-T1;GlimmerHMM}
92972	92897	INTRON			{GeneMark_model.1249_t;GeneMark},{Augustus_model.g945.t1;Augustus},{GlimmerHMM_glimmerT_1152-T1;GlimmerHMM}
93208	92973	internal-	6	4	{GeneMark_model.1249_t;GeneMark},{Augustus_model.g945.t1;Augustus},{GlimmerHMM_glimmerT_1152-T1;GlimmerHMM}
93292	93209	INTRON			{GeneMark_model.1249_t;GeneMark},{Augustus_model.g945.t1;Augustus},{GlimmerHMM_glimmerT_1152-T1;GlimmerHMM}
93627	93293	internal-	4	5	{GeneMark_model.1249_t;GeneMark},{Augustus_model.g945.t1;Augustus},{GlimmerHMM_glimmerT_1152-T1;GlimmerHMM}
93694	93628	INTRON			{GeneMark_model.1249_t;GeneMark},{Augustus_model.g945.t1;Augustus},{GlimmerHMM_glimmerT_1152-T1;GlimmerHMM}
93776	93695	internal-	6	6	{GeneMark_model.1249_t;GeneMark},{Augustus_model.g945.t1;Augustus},{GlimmerHMM_glimmerT_1152-T1;GlimmerHMM}
93835	93777	INTRON			{GeneMark_model.1249_t;GeneMark},{Augustus_model.g945.t1;Augustus},{GlimmerHMM_glimmerT_1152-T1;GlimmerHMM}
94008	93836	initial-	4	5	{GeneMark_model.1249_t;GeneMark},{Augustus_model.g945.t1;Augustus},{GlimmerHMM_glimmerT_1152-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 7.47 94245-96541 orient(-) score(8101.00) noncoding_equivalent(1084.25) raw_noncoding(1619.00) offset(534.75) 
95922	94245	terminal-	6	6	{snap_scaffold_3-snap.38-T1;snap},{GlimmerHMM_glimmerT_1153-T1;GlimmerHMM},{GeneMark_model.1250_t;GeneMark},{Augustus_model.g946.t1;Augustus}
95988	95923	INTRON			{GeneMark_model.1250_t;GeneMark},{Augustus_model.g946.t1;Augustus}
96041	95989	internal-	4	5	{GeneMark_model.1250_t;GeneMark},{Augustus_model.g946.t1;Augustus}
96104	96042	INTRON			{GeneMark_model.1250_t;GeneMark},{Augustus_model.g946.t1;Augustus}
96189	96105	internal-	6	6	{GeneMark_model.1250_t;GeneMark},{Augustus_model.g946.t1;Augustus}
96248	96190	INTRON			{GeneMark_model.1250_t;GeneMark},{Augustus_model.g946.t1;Augustus}
96326	96249	internal-	6	5	{GeneMark_model.1250_t;GeneMark},{Augustus_model.g946.t1;Augustus}
96404	96327	INTRON			{GeneMark_model.1250_t;GeneMark},{Augustus_model.g946.t1;Augustus}
96541	96405	initial-	4	5	{GlimmerHMM_glimmerT_1153-T1;GlimmerHMM},{GeneMark_model.1250_t;GeneMark},{Augustus_model.g946.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 3.42 97653-99201 orient(-) score(5109.00) noncoding_equivalent(1494.78) raw_noncoding(2086.00) offset(591.22) 
98331	97653	terminal-	6	6	{GeneMark_model.1251_t;GeneMark},{GlimmerHMM_glimmerT_1154-T1;GlimmerHMM},{Augustus_model.g947.t1;Augustus}
98394	98332	INTRON			{GeneMark_model.1251_t;GeneMark},{GlimmerHMM_glimmerT_1154-T1;GlimmerHMM},{Augustus_model.g947.t1;Augustus}
98473	98395	internal-	5	5	{GeneMark_model.1251_t;GeneMark},{GlimmerHMM_glimmerT_1154-T1;GlimmerHMM},{Augustus_model.g947.t1;Augustus}
98549	98474	INTRON			{GeneMark_model.1251_t;GeneMark},{GlimmerHMM_glimmerT_1154-T1;GlimmerHMM},{Augustus_model.g947.t1;Augustus}
98616	98550	internal-	4	4	{GeneMark_model.1251_t;GeneMark},{GlimmerHMM_glimmerT_1154-T1;GlimmerHMM},{Augustus_model.g947.t1;Augustus}
98684	98617	INTRON			{GeneMark_model.1251_t;GeneMark},{GlimmerHMM_glimmerT_1154-T1;GlimmerHMM},{Augustus_model.g947.t1;Augustus}
98755	98685	internal-	5	6	{GeneMark_model.1251_t;GeneMark},{GlimmerHMM_glimmerT_1154-T1;GlimmerHMM},{Augustus_model.g947.t1;Augustus}
98829	98756	INTRON			{Augustus_model.g947.t1;Augustus}
98834	98830	internal-	6	4	{Augustus_model.g947.t1;Augustus}
98891	98835	INTRON			{GeneMark_model.1251_t;GeneMark},{Augustus_model.g947.t1;Augustus}
99089	98892	internal-	6	5	{GeneMark_model.1251_t;GeneMark},{Augustus_model.g947.t1;Augustus}
99169	99090	INTRON			{GeneMark_model.1251_t;GeneMark},{GlimmerHMM_glimmerT_1154-T1;GlimmerHMM},{Augustus_model.g947.t1;Augustus}
99201	99170	initial-	4	5	{GeneMark_model.1251_t;GeneMark},{GlimmerHMM_glimmerT_1154-T1;GlimmerHMM},{Augustus_model.g947.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 5.92 101703-104571 orient(+) score(19437.00) noncoding_equivalent(3285.52) raw_noncoding(4195.00) offset(909.48) 
101703	101767	initial+	1	2	{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus}
101768	101894	INTRON			{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus}
101895	101907	internal+	3	3	{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus}
101908	102110	INTRON			{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus}
102111	102171	internal+	1	1	{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus}
102172	102239	INTRON			{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1457/Target=lcl|KQ954526_1_prot_KWU41747_1_5884;exonerate},{ev_type:exonerate/ID=match.2566964.1471/Target=lcl|LCTV02000007_1_prot_PRQ74064_1_7263;exonerate},{ev_type:exonerate/ID=match.2566964.1469/Target=lcl|NW_017264932_1_prot_XP_018272164_1_3072;exonerate},{ev_type:exonerate/ID=match.2566964.1456/Target=lcl|PJQD01000002_1_prot_POY76717_1_1874;exonerate}
102240	102382	internal+	2	3	{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1457/Target=lcl|KQ954526_1_prot_KWU41747_1_5884;exonerate},{ev_type:exonerate/ID=match.2566964.1471/Target=lcl|LCTV02000007_1_prot_PRQ74064_1_7263;exonerate},{ev_type:exonerate/ID=match.2566964.1469/Target=lcl|NW_017264932_1_prot_XP_018272164_1_3072;exonerate},{ev_type:exonerate/ID=match.2566964.1456/Target=lcl|PJQD01000002_1_prot_POY76717_1_1874;exonerate}
102383	102452	INTRON			{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1457/Target=lcl|KQ954526_1_prot_KWU41747_1_5884;exonerate},{ev_type:exonerate/ID=match.2566964.1471/Target=lcl|LCTV02000007_1_prot_PRQ74064_1_7263;exonerate},{ev_type:exonerate/ID=match.2566964.1469/Target=lcl|NW_017264932_1_prot_XP_018272164_1_3072;exonerate},{ev_type:exonerate/ID=match.2566964.1456/Target=lcl|PJQD01000002_1_prot_POY76717_1_1874;exonerate}
102453	103412	internal+	1	3	{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1457/Target=lcl|KQ954526_1_prot_KWU41747_1_5884;exonerate},{ev_type:exonerate/ID=match.2566964.1471/Target=lcl|LCTV02000007_1_prot_PRQ74064_1_7263;exonerate},{ev_type:exonerate/ID=match.2566964.1469/Target=lcl|NW_017264932_1_prot_XP_018272164_1_3072;exonerate},{ev_type:exonerate/ID=match.2566964.1456/Target=lcl|PJQD01000002_1_prot_POY76717_1_1874;exonerate}
103413	103480	INTRON			{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1457/Target=lcl|KQ954526_1_prot_KWU41747_1_5884;exonerate},{ev_type:exonerate/ID=match.2566964.1471/Target=lcl|LCTV02000007_1_prot_PRQ74064_1_7263;exonerate},{ev_type:exonerate/ID=match.2566964.1469/Target=lcl|NW_017264932_1_prot_XP_018272164_1_3072;exonerate},{ev_type:exonerate/ID=match.2566964.1456/Target=lcl|PJQD01000002_1_prot_POY76717_1_1874;exonerate}
103481	103693	internal+	1	3	{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1457/Target=lcl|KQ954526_1_prot_KWU41747_1_5884;exonerate},{ev_type:exonerate/ID=match.2566964.1471/Target=lcl|LCTV02000007_1_prot_PRQ74064_1_7263;exonerate},{ev_type:exonerate/ID=match.2566964.1469/Target=lcl|NW_017264932_1_prot_XP_018272164_1_3072;exonerate},{ev_type:exonerate/ID=match.2566964.1456/Target=lcl|PJQD01000002_1_prot_POY76717_1_1874;exonerate}
103694	103760	INTRON			{GeneMark_model.1252_t;GeneMark},{GlimmerHMM_glimmerT_1155-T1;GlimmerHMM},{Augustus_model.g948.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1457/Target=lcl|KQ954526_1_prot_KWU41747_1_5884;exonerate},{ev_type:exonerate/ID=match.2566964.1471/Target=lcl|LCTV02000007_1_prot_PRQ74064_1_7263;exonerate},{ev_type:exonerate/ID=match.2566964.1469/Target=lcl|NW_017264932_1_prot_XP_018272164_1_3072;exonerate},{ev_type:exonerate/ID=match.2566964.1456/Target=lcl|PJQD01000002_1_prot_POY76717_1_1874;exonerate}
103761	103888	internal+	1	2	{GeneMark_model.1252_t;GeneMark},{Augustus_model.g948.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1457/Target=lcl|KQ954526_1_prot_KWU41747_1_5884;exonerate},{ev_type:exonerate/ID=match.2566964.1471/Target=lcl|LCTV02000007_1_prot_PRQ74064_1_7263;exonerate},{ev_type:exonerate/ID=match.2566964.1469/Target=lcl|NW_017264932_1_prot_XP_018272164_1_3072;exonerate},{ev_type:exonerate/ID=match.2566964.1456/Target=lcl|PJQD01000002_1_prot_POY76717_1_1874;exonerate}
103889	103956	INTRON			{GeneMark_model.1252_t;GeneMark},{Augustus_model.g948.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1457/Target=lcl|KQ954526_1_prot_KWU41747_1_5884;exonerate},{ev_type:exonerate/ID=match.2566964.1471/Target=lcl|LCTV02000007_1_prot_PRQ74064_1_7263;exonerate},{ev_type:exonerate/ID=match.2566964.1469/Target=lcl|NW_017264932_1_prot_XP_018272164_1_3072;exonerate},{ev_type:exonerate/ID=match.2566964.1456/Target=lcl|PJQD01000002_1_prot_POY76717_1_1874;exonerate}
