# EVM prediction: Mode:STANDARD S-ratio: 14.19 707-2404 orient(-) score(6345.00) noncoding_equivalent(447.00) raw_noncoding(447.00) offset(0.00)
2404	707	single-	4	6	{GlimmerHMM_glimmerT_1122-T1;GlimmerHMM}
660133	660190	INTRON			{Augustus_model.g1138.t1;Augustus},{GeneMark_model.1476_t;GeneMark},{GlimmerHMM_glimmerT_1356-T1;GlimmerHMM}
660191	660562	internal+	3	2	{Augustus_model.g1138.t1;Augustus},{GeneMark_model.1476_t;GeneMark},{GlimmerHMM_glimmerT_1356-T1;GlimmerHMM}
660563	660621	INTRON			{Augustus_model.g1138.t1;Augustus},{GeneMark_model.1476_t;GeneMark},{GlimmerHMM_glimmerT_1356-T1;GlimmerHMM}
660622	660835	internal+	3	3	{Augustus_model.g1138.t1;Augustus},{GeneMark_model.1476_t;GeneMark},{GlimmerHMM_glimmerT_1356-T1;GlimmerHMM}
660836	660895	INTRON			{Augustus_model.g1138.t1;Augustus},{GeneMark_model.1476_t;GeneMark},{GlimmerHMM_glimmerT_1356-T1;GlimmerHMM}
660896	661403	internal+	1	1	{Augustus_model.g1138.t1;Augustus},{GeneMark_model.1476_t;GeneMark},{GlimmerHMM_glimmerT_1356-T1;GlimmerHMM}
661404	661468	INTRON			{Augustus_model.g1138.t1;Augustus},{GeneMark_model.1476_t;GeneMark},{GlimmerHMM_glimmerT_1356-T1;GlimmerHMM}
661469	661527	terminal+	2	3	{Augustus_model.g1138.t1;Augustus},{GeneMark_model.1476_t;GeneMark},{GlimmerHMM_glimmerT_1356-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 10.38 662255-664384 orient(+) score(8137.00) noncoding_equivalent(784.00) raw_noncoding(870.00) offset(86.00)
662255	662925	initial+	1	2	{GeneMark_model.1477_t;GeneMark},{Augustus_model.g1139.t1;Augustus},{GlimmerHMM_glimmerT_1357-T1;GlimmerHMM}
662926	662998	INTRON			{GeneMark_model.1477_t;GeneMark},{Augustus_model.g1139.t1;Augustus},{GlimmerHMM_glimmerT_1357-T1;GlimmerHMM}
662999	663158	internal+	3	3	{GeneMark_model.1477_t;GeneMark},{Augustus_model.g1139.t1;Augustus},{GlimmerHMM_glimmerT_1357-T1;GlimmerHMM}
663159	663228	INTRON			{GeneMark_model.1477_t;GeneMark},{Augustus_model.g1139.t1;Augustus},{GlimmerHMM_glimmerT_1357-T1;GlimmerHMM}
663229	663379	internal+	1	1	{GeneMark_model.1477_t;GeneMark},{Augustus_model.g1139.t1;Augustus},{GlimmerHMM_glimmerT_1357-T1;GlimmerHMM}
663380	663449	INTRON			{GeneMark_model.1477_t;GeneMark},{Augustus_model.g1139.t1;Augustus},{GlimmerHMM_glimmerT_1357-T1;GlimmerHMM}
663450	664384	terminal+	2	3	{GeneMark_model.1477_t;GeneMark},{Augustus_model.g1139.t1;Augustus},{GlimmerHMM_glimmerT_1357-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 1.69 664850-666815 orient(+) score(5424.00) noncoding_equivalent(3208.87) raw_noncoding(3877.00) offset(668.13)
664850	664892	initial+	1	1	{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM}
664893	664950	INTRON			{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
664951	665138	internal+	2	3	{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
665139	665212	INTRON			{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
665213	665382	internal+	1	2	{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
665383	665448	INTRON			{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
665449	665559	internal+	3	2	{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
665560	665631	INTRON			{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
665632	665921	internal+	3	1	{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
665922	665990	INTRON			{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
665991	666054	internal+	2	2	{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
666055	666112	INTRON			{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
666113	666192	internal+	3	1	{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM},{Augustus_model.g1140.t1;Augustus}
666193	666256	INTRON			{GeneMark_model.1478_t;GeneMark},{Augustus_model.g1140.t1;Augustus}
666257	666346	internal+	2	1	{GeneMark_model.1478_t;GeneMark},{Augustus_model.g1140.t1;Augustus}
666347	666405	INTRON			{GeneMark_model.1478_t;GeneMark},{Augustus_model.g1140.t1;Augustus}
666406	666815	terminal+	2	3	{GeneMark_model.1478_t;GeneMark},{GlimmerHMM_glimmerT_1358-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.63 667070-668723 orient(-) score(5396.00) noncoding_equivalent(1486.21) raw_noncoding(2023.00) offset(536.79)
667158	667070	terminal-	5	6	{GeneMark_model.1479_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
667253	667159	INTRON			{GeneMark_model.1479_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
667260	667254	internal-	4	4	{GeneMark_model.1479_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
667364	667261	INTRON			{GeneMark_model.1479_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
667570	667365	internal-	5	6	{GlimmerHMM_glimmerT_1359-T1;GlimmerHMM},{GeneMark_model.1479_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
667647	667571	INTRON			{GlimmerHMM_glimmerT_1359-T1;GlimmerHMM},{GeneMark_model.1479_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
668008	667648	internal-	4	4	{GlimmerHMM_glimmerT_1359-T1;GlimmerHMM},{GeneMark_model.1479_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
668069	668009	INTRON			{GlimmerHMM_glimmerT_1359-T1;GlimmerHMM},{GeneMark_model.1479_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
668723	668070	initial-	4	6	{GlimmerHMM_glimmerT_1359-T1;GlimmerHMM},{GeneMark_model.1479_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 3.62 669431-672414 orient(-) score(9951.00) noncoding_equivalent(2748.37) raw_noncoding(3258.01) offset(509.64)
669647	669431	terminal-	6	6	{GeneMark_model.1480_t;GeneMark}
669713	669648	INTRON			{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
669778	669714	internal-	4	5	{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
669852	669779	INTRON			{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
670013	669853	internal-	5	6	{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
670088	670014	INTRON			{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
670397	670089	internal-	5	4	{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
670463	670398	INTRON			{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
671495	670464	internal-	5	4	{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
671554	671496	INTRON			{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
671763	671555	internal-	6	4	{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
671831	671764	INTRON			{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
672215	671832	internal-	6	5	{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
672340	672216	INTRON			{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}
672414	672341	initial-	4	5	{GlimmerHMM_glimmerT_1360-T1;GlimmerHMM},{GeneMark_model.1480_t;GeneMark},{Augustus_model.g1141.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 5.32 672792-675521 orient(+) score(18911.00) noncoding_equivalent(3554.44) raw_noncoding(4623.00) offset(1068.56)
672792	672794	initial+	1	3	{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark}
672795	672921	INTRON			{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark}
672922	672964	internal+	1	1	{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark}
672965	673120	INTRON			{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
673121	673181	internal+	2	2	{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
673182	673272	INTRON			{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
673273	673326	internal+	3	2	{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
673327	673390	INTRON			{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
673391	673521	internal+	3	1	{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
673522	673590	INTRON			{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
673591	673877	internal+	2	3	{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
673878	673938	INTRON			{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
673939	674395	internal+	1	1	{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
674396	674464	INTRON			{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
674465	674753	internal+	2	2	{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
674754	674824	INTRON			{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
674825	674884	internal+	3	2	{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
674885	674961	INTRON			{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
674962	675202	internal+	3	3	{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
675203	675296	INTRON			{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1486/Target=lcl|NW_017264932_1_prot_XP_018271887_1_2795;exonerate},{ev_type:exonerate/ID=match.2566964.1472/Target=lcl|KQ954467_1_prot_KWU46552_1_1268;exonerate},{ev_type:exonerate/ID=match.2566964.1470/Target=lcl|PJQD01000002_1_prot_POY76623_1_1780;exonerate},{ev_type:exonerate/ID=match.2566964.1479/Target=lcl|LCTV02000007_1_prot_PRQ73784_1_6983;exonerate}
675297	675521	terminal+	1	3	{GlimmerHMM_glimmerT_1361-T1;GlimmerHMM},{Augustus_model.g1142.t1;Augustus},{GeneMark_model.1481_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.04 675834-678299 orient(-) score(7885.00) noncoding_equivalent(3866.20) raw_noncoding(5766.00) offset(1899.80)
675849	675834	terminal-	6	6	{Augustus_model.g1143.t1;Augustus},{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark}
675925	675850	INTRON			{Augustus_model.g1143.t1;Augustus},{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark}
675963	675926	internal-	4	5	{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark}
676038	675964	INTRON			{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676057	676039	internal-	6	6	{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676152	676058	INTRON			{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676168	676153	internal-	5	5	{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676236	676169	INTRON			{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676274	676237	internal-	6	4	{Augustus_model.g1143.t1;Augustus},{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676353	676275	INTRON			{Augustus_model.g1143.t1;Augustus},{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676643	676354	internal-	4	5	{Augustus_model.g1143.t1;Augustus},{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676718	676644	INTRON			{Augustus_model.g1143.t1;Augustus},{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676799	676719	internal-	4	6	{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676859	676800	INTRON			{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
676981	676860	internal-	5	6	{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
677053	676982	INTRON			{Augustus_model.g1143.t1;Augustus},{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1571/Target=lcl|PJQD01000046_1_prot_POY72843_1_4173;exonerate}
677234	677054	internal-	4	4	{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark}
677311	677235	INTRON			{Augustus_model.g1143.t1;Augustus},{GeneMark_model.1482_t;GeneMark}
677577	677312	internal-	5	6	{Augustus_model.g1143.t1;Augustus},{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark}
677651	677578	INTRON			{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark}
677717	677652	internal-	5	4	{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark}
678078	677718	INTRON			{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark}
678241	678079	internal-	4	4	{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark}
678296	678242	INTRON			{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark}
678299	678297	initial-	4	6	{GlimmerHMM_glimmerT_1362-T1;GlimmerHMM},{GeneMark_model.1482_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 4.39 678616-679989 orient(+) score(7032.00) noncoding_equivalent(1603.06) raw_noncoding(1980.00) offset(376.94)
678616	678701	initial+	1	2	{Augustus_model.g1144.t1;Augustus},{GeneMark_model.1483_t;GeneMark},{GlimmerHMM_glimmerT_1363-T1;GlimmerHMM}
678702	678774	INTRON			{Augustus_model.g1144.t1;Augustus},{GeneMark_model.1483_t;GeneMark},{GlimmerHMM_glimmerT_1363-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1542/Target=lcl|PJQD01000002_1_prot_POY76622_1_1779;exonerate},{ev_type:exonerate/ID=match.2566964.1544/Target=lcl|KQ954467_1_prot_KWU46553_1_1269;exonerate}
678775	678838	internal+	3	3	{Augustus_model.g1144.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1542/Target=lcl|PJQD01000002_1_prot_POY76622_1_1779;exonerate},{ev_type:exonerate/ID=match.2566964.1544/Target=lcl|KQ954467_1_prot_KWU46553_1_1269;exonerate}
678839	678919	INTRON			{Augustus_model.g1144.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1542/Target=lcl|PJQD01000002_1_prot_POY76622_1_1779;exonerate},{ev_type:exonerate/ID=match.2566964.1544/Target=lcl|KQ954467_1_prot_KWU46553_1_1269;exonerate}
678920	679121	internal+	1	1	{Augustus_model.g1144.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1542/Target=lcl|PJQD01000002_1_prot_POY76622_1_1779;exonerate},{ev_type:exonerate/ID=match.2566964.1544/Target=lcl|KQ954467_1_prot_KWU46553_1_1269;exonerate}
679122	679203	INTRON			{Augustus_model.g1144.t1;Augustus},{GeneMark_model.1483_t;GeneMark},{GlimmerHMM_glimmerT_1363-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1542/Target=lcl|PJQD01000002_1_prot_POY76622_1_1779;exonerate},{ev_type:exonerate/ID=match.2566964.1544/Target=lcl|KQ954467_1_prot_KWU46553_1_1269;exonerate}
